protein_group_id,pocket_id,pocket_pdb,representative_protein_pdb,pocket_residue_count,merged_source_count,merged_source_ids_file,dataset_label
protein_group_010778,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010778/protein_group_010778_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010778/protein_group_010778_protein.pdb,37,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010778/protein_group_010778_pocket-1_source_ids.txt,template
protein_group_010779,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010779/protein_group_010779_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010779/protein_group_010779_protein.pdb,28,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010779/protein_group_010779_pocket-1_source_ids.txt,template
protein_group_010780,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010780/protein_group_010780_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010780/protein_group_010780_protein.pdb,43,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010780/protein_group_010780_pocket-1_source_ids.txt,template
protein_group_010781,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010781/protein_group_010781_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010781/protein_group_010781_protein.pdb,28,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010781/protein_group_010781_pocket-1_source_ids.txt,template
protein_group_010782,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010782/protein_group_010782_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010782/protein_group_010782_protein.pdb,24,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010782/protein_group_010782_pocket-1_source_ids.txt,template
protein_group_010783,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010783/protein_group_010783_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010783/protein_group_010783_protein.pdb,26,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010783/protein_group_010783_pocket-1_source_ids.txt,template
protein_group_010784,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010784/protein_group_010784_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010784/protein_group_010784_protein.pdb,29,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010784/protein_group_010784_pocket-1_source_ids.txt,template
protein_group_010785,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010785/protein_group_010785_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010785/protein_group_010785_protein.pdb,29,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010785/protein_group_010785_pocket-1_source_ids.txt,template
protein_group_010786,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010786/protein_group_010786_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010786/protein_group_010786_protein.pdb,32,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010786/protein_group_010786_pocket-1_source_ids.txt,template
protein_group_010787,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010787/protein_group_010787_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010787/protein_group_010787_protein.pdb,34,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010787/protein_group_010787_pocket-1_source_ids.txt,template
protein_group_010788,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010788/protein_group_010788_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010788/protein_group_010788_protein.pdb,29,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010788/protein_group_010788_pocket-1_source_ids.txt,template
protein_group_010789,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010789/protein_group_010789_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010789/protein_group_010789_protein.pdb,37,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010789/protein_group_010789_pocket-1_source_ids.txt,template
protein_group_010790,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010790/protein_group_010790_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010790/protein_group_010790_protein.pdb,70,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010790/protein_group_010790_pocket-1_source_ids.txt,template
protein_group_010791,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010791/protein_group_010791_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010791/protein_group_010791_protein.pdb,96,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010791/protein_group_010791_pocket-1_source_ids.txt,template
protein_group_010792,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010792/protein_group_010792_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010792/protein_group_010792_protein.pdb,64,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010792/protein_group_010792_pocket-1_source_ids.txt,template
protein_group_010793,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010793/protein_group_010793_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010793/protein_group_010793_protein.pdb,77,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010793/protein_group_010793_pocket-1_source_ids.txt,template
protein_group_010794,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010794/protein_group_010794_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010794/protein_group_010794_protein.pdb,78,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010794/protein_group_010794_pocket-1_source_ids.txt,template
protein_group_010795,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010795/protein_group_010795_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010795/protein_group_010795_protein.pdb,72,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010795/protein_group_010795_pocket-1_source_ids.txt,template
protein_group_010796,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010796/protein_group_010796_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010796/protein_group_010796_protein.pdb,48,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010796/protein_group_010796_pocket-1_source_ids.txt,template
protein_group_010797,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010797/protein_group_010797_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010797/protein_group_010797_protein.pdb,73,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010797/protein_group_010797_pocket-1_source_ids.txt,template
protein_group_010798,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010798/protein_group_010798_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010798/protein_group_010798_protein.pdb,98,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010798/protein_group_010798_pocket-1_source_ids.txt,template
protein_group_010799,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010799/protein_group_010799_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010799/protein_group_010799_protein.pdb,75,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010799/protein_group_010799_pocket-1_source_ids.txt,template
protein_group_010800,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010800/protein_group_010800_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010800/protein_group_010800_protein.pdb,64,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010800/protein_group_010800_pocket-1_source_ids.txt,template
protein_group_010801,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010801/protein_group_010801_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010801/protein_group_010801_protein.pdb,66,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010801/protein_group_010801_pocket-1_source_ids.txt,template
protein_group_010802,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010802/protein_group_010802_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010802/protein_group_010802_protein.pdb,85,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010802/protein_group_010802_pocket-1_source_ids.txt,template
protein_group_010803,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010803/protein_group_010803_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010803/protein_group_010803_protein.pdb,44,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010803/protein_group_010803_pocket-1_source_ids.txt,template
protein_group_010804,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010804/protein_group_010804_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010804/protein_group_010804_protein.pdb,43,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010804/protein_group_010804_pocket-1_source_ids.txt,template
protein_group_010805,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010805/protein_group_010805_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010805/protein_group_010805_protein.pdb,31,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010805/protein_group_010805_pocket-1_source_ids.txt,template
protein_group_010806,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010806/protein_group_010806_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010806/protein_group_010806_protein.pdb,22,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010806/protein_group_010806_pocket-1_source_ids.txt,template
protein_group_010807,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010807/protein_group_010807_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010807/protein_group_010807_protein.pdb,27,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010807/protein_group_010807_pocket-1_source_ids.txt,template
protein_group_010808,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010808/protein_group_010808_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010808/protein_group_010808_protein.pdb,29,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010808/protein_group_010808_pocket-1_source_ids.txt,template
protein_group_010809,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010809/protein_group_010809_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010809/protein_group_010809_protein.pdb,53,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010809/protein_group_010809_pocket-1_source_ids.txt,template
protein_group_010810,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010810/protein_group_010810_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010810/protein_group_010810_protein.pdb,31,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010810/protein_group_010810_pocket-1_source_ids.txt,template
protein_group_010811,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010811/protein_group_010811_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010811/protein_group_010811_protein.pdb,42,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010811/protein_group_010811_pocket-1_source_ids.txt,template
protein_group_010812,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010812/protein_group_010812_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010812/protein_group_010812_protein.pdb,29,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010812/protein_group_010812_pocket-1_source_ids.txt,template
protein_group_010813,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010813/protein_group_010813_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010813/protein_group_010813_protein.pdb,25,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010813/protein_group_010813_pocket-1_source_ids.txt,template
protein_group_010814,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010814/protein_group_010814_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010814/protein_group_010814_protein.pdb,26,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010814/protein_group_010814_pocket-1_source_ids.txt,template
protein_group_010815,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010815/protein_group_010815_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010815/protein_group_010815_protein.pdb,30,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_010815/protein_group_010815_pocket-1_source_ids.txt,template
